ID;Name;Parent
H05BX01;Cinacalcet;H05BX
H05BX02;Paricalcitol;H05BX
J01****;Uncompleted atc-code;J01**
J01AA02;Doxycycline;J01AA
J01AA04;Lymecycline;J01AA
J01AA06;Oxytetracycline;J01AA
J01AA07;Tetracycline;J01AA
J01AA12;Tigecycline;J01AA
J01BA01;Chloramphenicol;J01BA
J01CA01;Ampicillin;J01CA
J01CA02;Pivampicillin;J01CA
J01CA04;Amoxicillin;J01CA
J01CA06;Bacampicillin;J01CA
J01CA08;Pivmecillinam;J01CA
J01CA11;Mecillinam;J01CA
J01CA12;Piperacillin;J01CA
J01CA20;Combinations;J01CA
J01CE01;Benzylpenicillin;J01CE
J01CE02;Phenoxymethylpenicillin;J01CE
J01CE09;Procain penicillin;J01CE
J01CF01;Dicloxacillin;J01CF
J01CF02;Cloxacillin;J01CF
J01CF03;Methicillin;J01CF
J01CF05;Flucloxacillin;J01CF
J01CR02;Amoxicillin and enzyme inhibitor;J01CR
J01CR05;Piperacillin and enzyme inhibitor;J01CR
J01DB01;Cefalexin;J01DB
J01DB03;Cefalotin;J01DB
J01DC01;Cefoxitin;J01DC
J01DC02;Cefuroxime;J01DC
J01DD01;Cefotaxime;J01DD
J01DD02;Ceftazidime;J01DD
J01DD04;Ceftriaxone;J01DD
J01DD13;Cefpodoxime;J01DD
J01DE01;Cefepime;J01DE
J01DF01;Aztreonam;J01DF
J01DH02;Meropenem;J01DH
J01DH03;Ertapenem;J01DH
J01DH04;Doripenem;J01DH
J01DH51;Imipenem and enzyme inhibitor;J01DH
J01EA01;Trimethoprim;J01EA
J01EB02;Sulfamethizole;J01EB
J01EC02;Sulfadiazine;J01EC
J01EE01;Sulfamethoxazole and trimethoprim;J01EE
J01FA01;Erythromycin;J01FA
J01FA02;Spiramycin;J01FA
J01FA06;Roxithromycin;J01FA
J01FA09;Clarithromycin;J01FA
J01FA10;Azithromycin;J01FA
J01FF01;Clindamycin;J01FF
J01GB01;Tobramycin;J01GB
J01GB03;Gentamicin;J01GB
J01GB06;Amikacin;J01GB
J01GB07;Netilmicin;J01GB
J01MA01;Ofloxacin;J01MA
J01MA02;Ciprofloxacin;J01MA
J01MA06;Norfloxacin;J01MA
J01MA08;Fleroxacin;J01MA
J01MA11;Grepafloxacin;J01MA
J01MA13;Trovafloxacin;J01MA
J01MA14;Moxifloxacin;J01MA
J01MB02;Nalidixic acid;J01MB
J01RA03;Cefuroxime, comb. with other antibactericals;J01RA
J01XA01;Vancomycin;J01XA
J01XA02;Teicoplanin;J01XA
J01XB01;Colistin;J01XB
J01XC01;Fusidic acid;J01XC
J01XD01;Metronidazole;J01XD
J01XE01;Nitrofurantoin;J01XE
J01XX05;Methenamine;J01XX
J01XX08;Linezolid;J01XX
J01XX09;Daptomycin;J01XX
J02AA01;Amphotericin;J02AA
J02AB02;Ketoconazole;J02AB
J02AC01;Fluconazole;J02AC
J02AC02;Itraconazole;J02AC
J02AC03;Voriconazole;J02AC
J02AC04;Posaconazole;J02AC
J02AX01;Flucytosine;J02AX
J02AX04;Caspofungin;J02AX
J02AX05;Micafungin;J02AX
J02AX06;Anidulafungin;J02AX
J04AB02;Rifampicin;J04AB
J04AB04;Rifabutin;J04AB
J04AC01;Isoniazid;J04AC
J04AK01;Pyrazinamide;J04AK
J04AK02;Ethambutol;J04AK
J04AM02;Rifampicin and isoniazid;J04AM
J04AM05;Rifampicin, pyrazinamide and isoniazid;J04AM
J04AM06;Rifampicin, pyrazinamide, ethambutol and isoniazid;J04AM
J04BA02;Dapsone;J04BA
J05AB01;Aciclovir;J05AB
J05AB04;Ribavirin;J05AB
J05AB06;Ganciclovir;J05AB
J05AB09;Famciclovir;J05AB
J05AB11;Valaciclovir;J05AB
J05AB12;Cidofovir;J05AB
J05AB14;Valganciclovir;J05AB
J05AD01;Foscarnet;J05AD
J05AE**;Uncompleted atc-code;J05AE
J05AE01;Saquinavir;J05AE
J05AE02;Indinavir;J05AE
J05AE03;Ritonavir;J05AE
J05AE04;Nelfinavir;J05AE
J05AE05;Amprenavir;J05AE
J05AE06;Lopinavir;J05AE
J05AE07;Fosamprenavir;J05AE
J05AE08;Atazanavir;J05AE
J05AE09;Tipranavir;J05AE
J05AE10;Darunavir;J05AE
J05AE11;Telaprevir;J05AE
J05AF01;Zidovudine;J05AF
J05AF02;Didanosine;J05AF
J05AF03;Zalcitabine;J05AF
J05AF04;Stavudine;J05AF
J05AF05;Lamivudine;J05AF
J05AF06;Abacavir;J05AF
J05AF07;Tenofovir disoproxil;J05AF
J05AF08;Adefovir dipivoxil;J05AF
J05AF09;Emtricitabine;J05AF
J05AF10;Entecavir;J05AF
J05AG01;Nevirapine;J05AG
J05AG03;Efavirenz;J05AG
J05AG04;Etravirine;J05AG
J05AH01;Zanamivir;J05AH
J05AH02;Oseltamivir;J05AH
J05AR01;Zidovudine and lamivudine;J05AR
J05AR02;Lamivudine and abacavir;J05AR
J05AR03;Tenofovir disoproxil and emtricitabine;J05AR
J05AR04;Zidovudine, lamivudine and abacavir;J05AR
J05AR06;Emtricitabine, tenofovir disoproxil and efavirenz;J05AR
J05AX07;Enfuvirtide;J05AX
J05AX08;Raltegravir;J05AX
J05AX09;Maraviroc;J05AX
J06****;Uncompleted atc-code;J06**
J06AA01;Diphteria antitoxin;J06AA
J06AA03;Snake venom antiserum;J06AA
J06AA04;Botulinum antitoxin;J06AA
J06B***;Uncompleted atc-code;J06B*
J06BA01;Immunoglobulins, normal human for extravasc. use;J06BA
J06BA02;Immunoglobulins, normal human, for intravasc. use;J06BA
J06BB01;Anti-d (rh) immunoglobulin;J06BB
J06BB02;Tetanus immunoglobulin;J06BB
J06BB03;Varicella/zoster immunoglobulin;J06BB
J06BB04;Hepatitis b immunoglobulin;J06BB
J06BB05;Rabies immunoglobulin;J06BB
J06BB16;Palivizumab;J06BB
J07AC01;Anthrax antigen;J07AC
J07AE01;Cholera, inactivated whole cell;J07AE
J07AF01;Diphtheria toxoid;J07AF
J07AG01;Hemophilus influenza b, purified antig.conjugated;J07AG
J07AH02;Other meningococcal monov.,purified polysac.antig.;J07AH
J07AH03;Meningococcus a,c, bivalent purified polysacc. antigen;J07AH
J07AH04;Meningococcus a,c,y,w-135, tetravalent purified polysaccharides antigen;J07AH
J07AH08;Meningococcus a,c,y,w-135, tetravalent purified polysaccharides antigen conjugated;J07AH
J07AJ01;Pertussis, inactivated, whole cell;J07AJ
J07AJ52;Pertusiss, purified antigen, comb. with toxoids;J07AJ
J07AL01;Pneumococcus, purified polysaccharides antigen;J07AL
J07AL02;Pneumococcus, purified polysacc. antigen conj.;J07AL
J07AM01;Tetanus toxoid;J07AM
J07AM51;Tetanus toxoid, comb. with diphtheria toxoid;J07AM
J07AN01;Tuberculosis, live attenuated;J07AN
J07AP01;Typhoid, oral, live attenuated;J07AP
J07AP03;Typhoid, purified polysaccharide antigen;J07AP
J07BA01;Encephalitis, tick borne, inactivated, whole virus;J07BA
J07BA02;Encephalitis, japanese,inactivated, whole virus;J07BA
J07BB**;Uncompleted atc-code;J07BB
J07BB01;Influenza, inactivated, whole virus;J07BB
J07BB02;Influenza, purified antigen;J07BB
J07BC01;Hepatitis b, purified antigen;J07BC
J07BC02;Hepatitis a, inactivated, whole virus;J07BC
J07BC20;Combinations;J07BC
J07BD01;Measles, live attenuated;J07BD
J07BD52;Measles, comb. w. mumps and rubella, live attenuated;J07BD
J07BE01;Mumps, live attenuated;J07BE
J07BF03;Poliomyelitis, trivalent, inactivated, whole virus;J07BF
J07BG01;Rabies, inactivated, whole virus;J07BG
J07BH01;Rota virus, live attenuated;J07BH
J07BH02;Rota virus, pentavalent, live, reassorted;J07BH
J07BJ01;Rubella, live attenuated;J07BJ
J07BK01;Varicella, live attenuated;J07BK
J07BL01;Yellow fever, live attenuated;J07BL
J07BM01;Papillomavirus (human types 6, 11, 16, 18);J07BM
J07BM02;Papillomavirus (human types 16, 18);J07BM
J07CA01;Diphtheria-poliomyelitis-tetanus;J07CA
J07CA02;Diphtheria-pertussis-poliomyelitis-tetanus;J07CA
J07CA06;Diphteria-hemophilus influenzae b-pertussis-poliomyelitis-tetanus;J07CA
L01****;Uncompleted atc-code;L01**
L01AA01;Cyclophosphamide;L01AA
L01AA02;Chlorambucil;L01AA
L01AA03;Melphalan;L01AA
L01AA06;Ifosfamide;L01AA
L01AA09;Bendamustine;L01AA
L01AB01;Busulfan;L01AB
L01AB02;Treosulfan;L01AB
L01AC01;Thiotepa;L01AC
L01AD01;Carmustine;L01AD
L01AD02;Lomustine;L01AD
L01AD04;Streptozocin;L01AD
L01AX03;Temozolomide;L01AX
L01AX04;Dacarbazine;L01AX
L01BA01;Methotrexate;L01BA
L01BA04;Pemetrexed;L01BA
L01BB02;Mercaptopurine;L01BB
L01BB04;Cladribine;L01BB
L01BB05;Fludarabine;L01BB
L01BB06;Clofarabine;L01BB
L01BC01;Cytarabine;L01BC
L01BC02;Fluorouracil;L01BC
L01BC05;Gemcitabine;L01BC
L01BC06;Capecitabine;L01BC
L01BC07;Azacitidine;L01BC
L01BC53;Tegafur, comb.;L01BC
L01CA01;Vinblastine;L01CA
L01CA02;Vincristine;L01CA
L01CA04;Vinorelbine;L01CA
L01CA05;Vinflunine;L01CA
L01CB01;Etoposide;L01CB
L01CB02;Teniposide;L01CB
L01CD01;Paclitaxel;L01CD
L01CD02;Docetaxel;L01CD
L01CD04;Cabazitaxel;L01CD
L01CX01;Trabectedin;L01CX
L01DB01;Doxorubicin;L01DB
L01DB02;Daunorubicin;L01DB
L01DB03;Epirubicin;L01DB
L01DB04;Aclarubicin;L01DB
L01DB06;Idarubicin;L01DB
L01DB07;Mitoxantrone;L01DB
L01DC01;Bleomycin;L01DC
L01DC03;Mitomycin;L01DC
L01XA01;Cisplatin;L01XA
L01XA02;Carboplatin;L01XA
L01XA03;Oxaliplatin;L01XA
L01XC02;Rituximab;L01XC
L01XC03;Trastuzumab;L01XC
L01XC04;Alemtuzumab;L01XC
L01XC05;Gemtuzumab;L01XC
L01XC06;Cetuximab;L01XC
L01XC07;Bevacizumab;L01XC
L01XC08;Panitumumab;L01XC
L01XC09;Catumaxomab;L01XC
L01XC10;Ofatumumab;L01XC
L01XC11;Ipilimumab;L01XC
L01XD03;Methyl aminolevulinate;L01XD
L01XD04;Aminolevulinic acid;L01XD
L01XD05;Temoporfin;L01XD
L01XE01;Imatinib;L01XE
L01XE02;Gefitinib;L01XE
L01XE03;Erlotinib;L01XE
L01XE04;Sunitinib;L01XE
L01XE05;Sorafenib;L01XE
L01XE06;Dasatinib;L01XE
L01XE07;Lapatinib;L01XE
L01XE08;Nilotinib;L01XE
L01XE09;Temsirolimus;L01XE
L01XE10;Everolimus;L01XE
L01XE11;Pazopanib;L01XE
L01XX01;Amsacrine;L01XX
L01XX02;Asparaginase;L01XX
L01XX03;Altretamine;L01XX
L01XX05;Hydroxycarbamide;L01XX
L01XX11;Estramustine;L01XX
L01XX17;Topotecan;L01XX
L01XX19;Irinotecan;L01XX
L01XX23;Mitotane;L01XX
L01XX24;Pegaspargase;L01XX
L01XX25;Bexarotene;L01XX
L01XX32;Bortezomib;L01XX
L01XX33;Celecoxib;L01XX
L01XX35;Anagrelide;L01XX
L01XX41;Eribulin;L01XX
L02AA01;Diethylstilbestrol;L02AA
L02AA02;Polyestradiol phosphate;L02AA
L02AA04;Fosfestrol;L02AA
L02AB01;Megestrol;L02AB
L02AB02;Medroxyprogesterone;L02AB
L02AE01;Buserelin;L02AE
L02AE02;Leuprorelin;L02AE
L02AE03;Goserelin;L02AE
L02AE04;Triptorelin;L02AE
L02BA01;Tamoxifen;L02BA
L02BA03;Fulvestrant;L02BA
L02BB01;Flutamide;L02BB
L02BB02;Nilutamide;L02BB
L02BB03;Bicalutamide;L02BB
L02BG02;Formestane;L02BG
L02BG03;Anastrozole;L02BG
L02BG04;Letrozole;L02BG
L02BG06;Exemestane;L02BG
L02BX02;Degarelix;L02BX
L03AA02;Filgrastim;L03AA
L03AA03;Molgramostim;L03AA
L03AA10;Lenograstim;L03AA
L03AA13;Pegfilgrastim;L03AA
L03AB01;Interferon alfa natural;L03AB
L03AB03;Interferon gamma;L03AB
L03AB04;Interferon alfa-2a;L03AB
L03AB05;Interferon alfa-2b;L03AB
L03AB07;Interferon beta-1a;L03AB
L03AB08;Interferon beta-1b;L03AB
L03AB10;Peginterferon alfa-2b;L03AB
L03AB11;Peginterferon alfa-2a;L03AB
L03AC01;Aldesleukin;L03AC
L03AX03;Bcg vaccine;L03AX
L03AX13;Glatiramer acetate;L03AX
L03AX16;Plerixafor;L03AX
L04AA04;Antithymocyte immunoglobulin;L04AA
L04AA06;Mycophenolic acid;L04AA
L04AA10;Sirolimus;L04AA
L04AA13;Leflunomide;L04AA
L04AA18;Everolimus;L04AA
L04AA21;Efalizumab;L04AA
L04AA23;Natalizumab;L04AA
L04AA24;Abatacept;L04AA
L04AA25;Eculizumab;L04AA
L04AA27;Fingolimod;L04AA
L04AB01;Etanercept;L04AB
L04AB02;Infliximab;L04AB
L04AB04;Adalimumab;L04AB
L04AB05;Certolizumab pegol;L04AB
L04AB06;Golimumab;L04AB
L04AC01;Daclizumab;L04AC
L04AC02;Basiliximab;L04AC
L04AC03;Anakinra;L04AC
L04AC05;Ustekinumab;L04AC
L04AC07;Tocilizumab;L04AC
L04AC08;Canakinumab;L04AC
L04AD01;Ciclosporin;L04AD
L04AD02;Tacrolimus;L04AD
L04AX01;Azathioprine;L04AX
L04AX02;Thalidomide;L04AX
L04AX03;Methotrexate;L04AX
L04AX04;Lenalidomide;L04AX
L04AX05;Pirfenidone;L04AX
M01AA01;Phenylbutazone;M01AA
M01AB01;Indometacin;M01AB
M01AB02;Sulindac;M01AB
M01AB03;Tolmetin;M01AB
M01AB05;Diclofenac;M01AB
M01AB08;Etodolac;M01AB
M01AB15;Ketorolac;M01AB
M01AB16;Aceclofenac;M01AB
M01AB55;Diclofenac, combinations;M01AB
M01AC01;Piroxicam;M01AC
M01AC02;Tenoxicam;M01AC
M01AC05;Lornoxicam;M01AC
M01AC06;Meloxicam;M01AC
M01AE01;Ibuprofen;M01AE
M01AE02;Naproxen;M01AE
M01AE03;Ketoprofen;M01AE
M01AE04;Fenoprofen;M01AE
M01AE05;Fenbufen;M01AE
M01AE09;Flurbiprofen;M01AE
M01AE11;Tiaprofenic acid;M01AE
M01AE14;Dexibuprofen;M01AE
M01AE17;Dexketoprofen;M01AE
M01AG02;Tolfenamic acid;M01AG
M01AH01;Celecoxib;M01AH
M01AH02;Rofecoxib;M01AH
M01AH04;Parecoxib;M01AH
M01AH05;Etoricoxib;M01AH
M01AH06;Lumiracoxib;M01AH
M01AX01;Nabumetone;M01AX
M01AX05;Glucosamine;M01AX
M01CB01;Sodium aurothiomalate;M01CB
M01CB03;Auranofin;M01CB
M01CC01;Penicillamine;M01CC
M02AA05;Benzydamine;M02AA
M02AA07;Piroxicam;M02AA
M02AA08;Felbinac;M02AA
M02AA10;Ketoprofen;M02AA
M02AA13;Ibuprofen;M02AA
M02AA15;Diclofenac;M02AA
M03AB01;Suxamethonium;M03AB
M03AC01;Pancuronium;M03AC
M03AC02;Gallamine;M03AC
M03AC03;Vecuronium;M03AC
M03AC04;Atracurium;M03AC
M03AC09;Rocuronium bromide;M03AC
M03AC10;Mivacurium chloride;M03AC
M03AC11;Cisatracurium;M03AC
M03AX01;Botulinum toxin;M03AX
M03BA02;Carisoprodol;M03BA
M03BB02;Chlormezanone;M03BB
M03BB03;Chlorzoxazone;M03BB
M03BC01;Orphenadrine (citrate);M03BC
M03BX01;Baclofen;M03BX
M03BX02;Tizanidine;M03BX
M03CA01;Dantrolene;M03CA
M04AA01;Allopurinol;M04AA
M04AB01;Probenecid;M04AB
M04AC01;Colchicine;M04AC
M05BA01;Etidronic acid;M05BA
M05BA02;Clodronic acid;M05BA
M05BA03;Pamidronic acid;M05BA
M05BA04;Alendronic acid;M05BA
M05BA06;Ibandronic acid;M05BA
M05BA07;Risedronic acid;M05BA
M05BA08;Zoledronic acid;M05BA
M05BB01;Etidronic acid and calcium, sequential;M05BB
M05BB03;Alendronic acid and colecalciferol;M05BB
M05BC01;Dibotermin alfa;M05BC
M05BC02;Eptotermin alfa;M05BC
M05BX03;Strontium ranelate;M05BX
M05BX04;Denosumab;M05BX
M09AB02;Collagenase clostridium histolyticum;M09AB
M09AX01;Hyaluronic acid;M09AX
N01AB01;Halothane;N01AB
N01AB04;Enflurane;N01AB
N01AB06;Isoflurane;N01AB
N01AB07;Desflurane;N01AB
N01AB08;Sevoflurane;N01AB
N01AF01;Methohexital;N01AF
N01AF03;Thiopental;N01AF
N01AH01;Fentanyl;N01AH
N01AH02;Alfentanil;N01AH
N01AH03;Sufentanil;N01AH
N01AH06;Remifentanil;N01AH
N01AX01;Droperidol;N01AX
N01AX03;Ketamine;N01AX
N01AX07;Etomidate;N01AX
N01AX10;Propofol;N01AX
N01AX13;Nitrous oxide;N01AX
N01AX14;Esketamine;N01AX
N01BA03;Tetracaine;N01BA
N01BB01;Bupivacaine;N01BB
N01BB02;Lidocaine;N01BB
N01BB03;Mepivacaine;N01BB
N01BB09;Ropivacaine;N01BB
N01BB20;Combinations;N01BB
N01BB51;Bupivacaine, combinations;N01BB
N01BB52;Lidocaine, combinations;N01BB
N01BB53;Mepivacaine, combinations;N01BB
N01BB54;Prilocaine, combinations;N01BB
N01BB58;Articaine, combinations;N01BB
N01BC01;Cocaine;N01BC
N01BX01;Ethyl chloride;N01BX
N01BX04;Capsaicin;N01BX
N02A***;Uncompleted atc-code;N02A*
N02AA01;Morphine;N02AA
N02AA03;Hydromorphone;N02AA
N02AA04;Nicomorphine;N02AA
N02AA05;Oxycodone;N02AA
N02AA09;Diamorphine;N02AA
N02AA51;Morphine, combinations;N02AA
N02AA55;Oxycodone, combinations;N02AA
N02AA59;Codeine, combinations excl. psycholeptics;N02AA
N02AB01;Ketobemidone;N02AB
N02AB02;Pethidine;N02AB
N02AB03;Fentanyl;N02AB
N02AB72;Pethidine comb with psycholeptics;N02AB
N02AC04;Dextropropoxyphene;N02AC
N02AD01;Pentazocine;N02AD
N02AE01;Buprenorphine;N02AE
N02AG01;Morphine and antispasmodics;N02AG
N02AG02;Ketobemidone and antispasmodics;N02AG
N02AX02;Tramadol;N02AX
N02AX06;Tapentadol;N02AX
N02BA01;Acetylsalicylic acid;N02BA
N02BA11;Diflunisal;N02BA
N02BA51;Acetylsalicylic acid, comb excl psycholeptics;N02BA
N02BA75;Salicylamide, combinations with psycholeptics;N02BA
N02BB51;Phenazone, comb. excl psycholeptics;N02BB
N02BE01;Paracetamol;N02BE
N02BE05;Propacetamol;N02BE
N02BG10;Nabiximols;N02BG
N02CA01;Dihydroergotamine;N02CA
N02CA02;Ergotamine;N02CA
N02CA04;Methysergide;N02CA
N02CA52;Ergotamine, combinations;N02CA
N02CA72;Ergotamine, combinations with psycholeptics;N02CA
N02CC01;Sumatriptan;N02CC
N02CC02;Naratriptan;N02CC
N02CC03;Zolmitriptan;N02CC
N02CC04;Rizatriptan;N02CC
N02CC05;Almotriptan;N02CC
N02CC06;Eletriptan;N02CC
N02CC07;Frovatriptan;N02CC
N02CX01;Pizotifen;N02CX
N02CX02;Clonidine;N02CX
N03AA02;Phenobarbital;N03AA
N03AA03;Primidone;N03AA
N03AB02;Phenytoin;N03AB
N03AB05;Fosphenytoin;N03AB
N03AD01;Ethosuximide;N03AD
N03AE01;Clonazepam;N03AE
N03AF01;Carbamazepine;N03AF
N03AF02;Oxcarbazepine;N03AF
N03AF03;Rufinamide;N03AF
N03AF04;Eslicarbazepine;N03AF
N03AG01;Valproic acid;N03AG
N03AG04;Vigabatrin;N03AG
N03AG06;Tiagabine;N03AG
N03AX03;Sultiame;N03AX
N03AX09;Lamotrigine;N03AX
N03AX11;Topiramate;N03AX
N03AX12;Gabapentin;N03AX
N03AX14;Levetiracetam;N03AX
N03AX15;Zonisamide;N03AX
N03AX16;Pregabalin;N03AX
N03AX17;Stiripentol;N03AX
N03AX18;Lacosamide;N03AX
N03AX21;Retigabine;N03AX
N04AA01;Trihexyphenidyl;N04AA
N04AA02;Biperiden;N04AA
N04AA04;Procyclidine;N04AA
N04AB02;Orphenadrine (chloride);N04AB
N04AC01;Benzatropine;N04AC
N04BA02;Levodopa and decarboxylase inhibitor;N04BA
N04BA03;Levodopa, decarboxylase inhibitor and comt inhibitor;N04BA
N04BB01;Amantadine;N04BB
N04BC01;Bromocriptine;N04BC
N04BC02;Pergolide;N04BC
N04BC04;Ropinirole;N04BC
N04BC05;Pramipexole;N04BC
N04BC06;Cabergoline;N04BC
N04BC07;Apomorphine;N04BC
N04BC09;Rotigotine;N04BC
N04BD01;Selegiline;N04BD
N04BD02;Rasagiline;N04BD
N04BX01;Tolcapone;N04BX
N04BX02;Gedocarnil;N04BX
N05AA01;Chlorpromazine;N05AA
N05AA02;Levomepromazine;N05AA
N05AA03;Promazine;N05AA
N05AA04;Acepromazine;N05AA
N05AB01;Dixyrazine;N05AB
N05AB02;Fluphenazine;N05AB
N05AB03;Perphenazine;N05AB
N05AB04;Prochlorperazine;N05AB
N05AC01;Periciazine;N05AC
N05AC02;Thioridazine;N05AC
N05AC04;Pipotiazine;N05AC
N05AD01;Haloperidol;N05AD
N05AD03;Melperone;N05AD
N05AD05;Pipamperone;N05AD
N05AD06;Bromperidol;N05AD
N05AD08;Droperidol;N05AD
N05AE03;Sertindole;N05AE
N05AE04;Ziprasidone;N05AE
N05AF01;Flupentixol;N05AF
N05AF03;Chlorprothixene;N05AF
N05AF05;Zuclopenthixol;N05AF
N05AG02;Pimozide;N05AG
N05AG03;Penfluridol;N05AG
N05AH01;Loxapine;N05AH
N05AH02;Clozapine;N05AH
N05AH03;Olanzapine;N05AH
N05AH04;Quetiapine;N05AH
N05AH05;Asenapine;N05AH
N05AL01;Sulpiride;N05AL
N05AL05;Amisulpride;N05AL
N05AN01;Lithium;N05AN
N05AX08;Risperidone;N05AX
N05AX12;Aripiprazole;N05AX
N05AX13;Paliperidone;N05AX
N05BA01;Diazepam;N05BA
N05BA02;Chlordiazepoxide;N05BA
N05BA04;Oxazepam;N05BA
N05BA05;Clorazepate potassium;N05BA
N05BA06;Lorazepam;N05BA
N05BA08;Bromazepam;N05BA
N05BA09;Clobazam;N05BA
N05BA12;Alprazolam;N05BA
N05BB01;Hydroxyzine;N05BB
N05BE01;Buspirone;N05BE
N05CA01;Pentobarbital;N05CA
N05CA04;Barbital;N05CA
N05CC01;Chloral hydrate;N05CC
N05CD01;Flurazepam;N05CD
N05CD02;Nitrazepam;N05CD
N05CD03;Flunitrazepam;N05CD
N05CD04;Estazolam;N05CD
N05CD05;Triazolam;N05CD
N05CD06;Lormetazepam;N05CD
N05CD07;Temazepam;N05CD
N05CD08;Midazolam;N05CD
N05CD09;Brotizolam;N05CD
N05CF01;Zopiclone;N05CF
N05CF02;Zolpidem;N05CF
N05CF03;Zaleplon;N05CF
N05CH01;Melatonin;N05CH
N05CM02;Clomethiazole;N05CM
N06AA02;Imipramine;N06AA
N06AA03;Imipramine oxide;N06AA
N06AA04;Clomipramine;N06AA
N06AA05;Opipramol;N06AA
N06AA06;Trimipramine;N06AA
N06AA07;Lofepramine;N06AA
N06AA09;Amitriptyline;N06AA
N06AA10;Nortriptyline;N06AA
N06AA11;Protriptyline;N06AA
N06AA12;Doxepin;N06AA
N06AA16;Dosulepin;N06AA
N06AA17;Amoxapine;N06AA
N06AA21;Maprotiline;N06AA
N06AB03;Fluoxetine;N06AB
N06AB04;Citalopram;N06AB
N06AB05;Paroxetine;N06AB
N06AB06;Sertraline;N06AB
N06AB08;Fluvoxamine;N06AB
N06AB10;Escitalopram;N06AB
N06AF01;Isocarboxazid;N06AF
N06AG02;Moclobemide;N06AG
N06AX03;Mianserin;N06AX
N06AX06;Nefazodone;N06AX
N06AX11;Mirtazapine;N06AX
N06AX12;Bupropion;N06AX
N06AX16;Venlafaxine;N06AX
N06AX18;Reboxetine;N06AX
N06AX21;Duloxetine;N06AX
N06AX22;Agomelatine;N06AX
N06BA01;Amfetamine;N06BA
N06BA02;Dexamfetamine;N06BA
N06BA04;Methylphenidate;N06BA
N06BA07;Modafinil;N06BA
N06BA09;Atomoxetine;N06BA
N06BC01;Caffeine;N06BC
N06DA02;Donepezil;N06DA
N06DA03;Rivastigmine;N06DA
N06DA04;Galantamine;N06DA
N06DX01;Memantine;N06DX
N07AA01;Neostigmine;N07AA
N07AA02;Pyridostigmine;N07AA
N07AA51;Neostigmine, combinations;N07AA
N07AB01;Carbachol;N07AB
N07BA01;Nicotine;N07BA
N07BA03;Varenicline;N07BA
N07BB01;Disulfiram;N07BB
N07BB02;Calcium carbimide;N07BB
N07BB03;Acamprosate;N07BB
N07BB04;Naltrexone;N07BB
N07BC01;Buprenorphine;N07BC
N07BC02;Methadone;N07BC
N07BC03;Levacetylmethadol;N07BC
N07BC51;Buprenorphine, comb.;N07BC
N07CA01;Betahistine;N07CA
N07CA02;Cinnarizine;N07CA
N07CA03;Flunarizine;N07CA
N07XX01;Tirilazad;N07XX
N07XX02;Riluzole;N07XX
N07XX04;Sodium oxybate;N07XX
N07XX06;Tetrabenazine;N07XX
N07XX07;Fampridine;N07XX
P01AB01;Metronidazole;P01AB
P01AB02;Tinidazole;P01AB
P01AX06;Atovaquone;P01AX
P01AX07;Trimetrexate;P01AX
P01BA01;Chloroquine;P01BA
P01BA02;Hydroxychloroquine;P01BA
P01BB01;Proguanil;P01BB
P01BB51;Proguanil, combinations;P01BB
P01BC01;Quinine;P01BC
P01BC02;Mefloquine;P01BC
P01BD51;Pyrimethamine, combinations;P01BD
P01CX01;Pentamidine isethionat;P01CX
P02CA01;Mebendazole;P02CA
P02CX01;Pyrvinium;P02CX
P02DA01;Niclosamide;P02DA
P03AB02;Lindane;P03AB
P03AC03;Phenothrin;P03AC
P03AC04;Permethrin;P03AC
P03AC51;Pyrethrum, combinations;P03AC
P03AC52;Bioallethrin, combinations;P03AC
P03AX03;Malathion;P03AX
R01AA04;Phenylephrine;R01AA
R01AA05;Oxymetazoline;R01AA
R01AA07;Xylometazoline;R01AA
R01AB06;Xylometazoline;R01AB
R01AC01;Cromoglicic acid;R01AC
R01AC02;Levocabastine;R01AC
R01AC03;Azelastine;R01AC
R01AC51;Cromoglicic acid, combinations;R01AC
R01AD01;Beclomethasone;R01AD
R01AD04;Flunisolide;R01AD
R01AD05;Budesonide;R01AD
R01AD08;Fluticasone;R01AD
R01AD09;Mometasone;R01AD
R01AD11;Triamcinolone;R01AD
R01AD12;Fluticasone furoate;R01AD
R01AX03;Ipratropium bromide;R01AX
R01BA52;Pseudoephedrine, combinations;R01BA
R02AA03;Dichlorobenzyl alcohol;R02AA
R02AA05;Chlorhexidine;R02AA
R02AD**;Uncompleted atc-code;R02AD
R02AD02;Lidocaine;R02AD
R02AX01;Flurbiprofen;R02AX
R03AA01;Epinephrine;R03AA
R03AC02;Salbutamol;R03AC
R03AC03;Terbutaline;R03AC
R03AC04;Fenoterol;R03AC
R03AC05;Rimiterol;R03AC
R03AC12;Salmeterol;R03AC
R03AC13;Formoterol;R03AC
R03AC18;Indacaterol;R03AC
R03AK03;Fenoterol and other drugs for obstructive airway diseases;R03AK
R03AK04;Salbutamol and other drugs for obstructive airway diseases;R03AK
R03AK06;Salmeterol and other drugs for obstructive airway diseases;R03AK
R03AK07;Formoterol and other drugs for obstructive airway diseases;R03AK
R03BA01;Beclomethasone;R03BA
R03BA02;Budesonide;R03BA
R03BA03;Flunisolide;R03BA
R03BA05;Fluticasone;R03BA
R03BA07;Mometasone;R03BA
R03BB01;Ipratropium bromide;R03BB
R03BB02;Oxitropium bromide;R03BB
